sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
344,"Person1: That was a nice girl last night, Marty.  She wasn't a very good-looking girl, but she looks like a nice girl.  I said, she wasn't a very good-looking girl... not very pretty...
Person2: I heard you, Ma.
Person1: She looks a little old for you. About thirty-five, forty years old?
Person2: She's twenty-nine, Ma.",0,0,300,318,317,1,0.40991997718811035,,
345,"Person1: I'm opening the side door.  She'll step out.  But before she gets in your vehicle I want to see the first installment put down in plain view.  If it isn't there I'm shooting her in the back.
Person2: Are you trying to panic the women?
Person1: That's how it is.  You see her approaching you toss out installment one.
Person2: I'm tying it up in a bundle now. Where is she?",1,1,300,329,328,1,0.7137038707733154,,
346,"Person1: Here he comes.
Person2: What is going on?
Person1: I want you to know, I wish I could have lived like you do.",0,0,300,269,268,1,0.7178270816802979,,
347,"Person1: You will honor your promise to me!
Person2: I will not! Kill me now!
Person1: That is mild compared to what will come. If you deny me my wedding night. I'll be with you on yours.",1,1,300,284,283,1,0.5065658092498779,Intimidation,Dependency
348,"Person1: When we get back, I want you to run that bug by the Smithsonian, see if they can identify it. Maybe it's got some limited range, or it only breeds at certain times of year... You found it, Starling, you deserve the credit.
Person2: I'm wondering if he's done that before - placed a cocoon, or an insect. It would be easy to miss in an autopsy, especially with a floater... Can we check back on that?
Person1: The other girls are in the ground. Exhumations are upsetting for the families. I'll do it if I have to, but -
Person2: Then have the lab check Raspail's head.  Dr. Lecter's patient - have them probe his soft-palette tissues... They'll find another cocoon.
Person1: You seem pretty sure of that.
Person2: Raspail was killed by the same man who's killing these girls. And Lecter knows him. Maybe even treated him... You think so, too, don't you? Or you'd never have sent me to that asylum.",0,0,300,457,456,1,0.6138091087341309,,
349,"Person1: Yes.
Person2: It must have been horrible.  Having to go there -- seeing them together - - knowing he was sleeping with her in the same bed he did with you.
Person1: I was jealous.  Of course I was hurt. He switched me off like a little toy he was finished playing with.  But I didn't kill him.",0,0,300,310,309,1,0.6122229099273682,,
350,"Person1: A slight miscalculation -- my face was burned beyond recognition. Fortunately my research into plastics came in handy ...
Person2: Dr. Darling, Peter ... all you ...
Person1: An unholy trinity ...
Person2: You killed my husband.
Person1: For starters. Of course I had to kill the Teddy Bears, as well ...
Person2: Too many cooks --
Person1: Spoil the majority shareholders. In Wonderland Weather. I planned everything, even the Ministry recruiting you ...
Person2: But I found you. All the clues led me here ...
Person1: Of course. I planned that, too.
Person2: But -- why?
Person1: You disappoint me, Emma.  Can't you guess?  For you. It was all for you ...
Person2: 'Our revels now are ended.'
Person1: Oh, no, Emma. They've only just begun ...",1,1,300,421,420,1,0.41767001152038574,,
351,"Person1: I am so afraid you're about to say something awful...
Person2: Don't be pessimistic. It's not your style. Okay... Here I goes... Clearly a mistake.  I have this -- what? Ailment... And my doctor -- a shrink... who I used to see all the time... he says 50 or 60 percent of the time a pill can really help. I hate pills. Very dangerous things, pills. ""Hate,"" I am using the word ""hate"" about pills. My compliment is that when you came to my house that time and told me how you'd never -- well, you were there, you know... The next morning I started taking these pills.
Person1: I don't quite get how that's a compliment for me.",0,0,300,392,391,1,0.5021121501922607,,
352,"Person1: That's the one I'd've picked for you myself!
Person2: How much?
Person1: Go ahead! Spin it around the block. Now I know you don't know anything about engine condition, but you can feel, can't you... and it's all in the feel, believe me, you feel that one around the block...
Person2: It looks fine. How much will it be, with my car...?
Person1: You mean you don't want the usual day and a half to think it over?  You are in a hurry! Somebody chasin' you?
Person2: Of course not. Please.
Person1: Well... heck, this is the first time I ever saw the customer high-pressure the salesman!  I'd figure roughly...  ...your car plus five hundred.
Person2: Five hundred.
Person1: Aha! Always got time to argue money, huh...?
Person2: All right.",1,1,300,425,424,1,0.5111761093139648,Persuasion or Seduction,
353,"Person1: Help!
Person2: All right.  I'll do it.  I'll do it.
Person1: Thank you, Bloom.  I knew I could con you.
Person2: Oh, it's all right ... wha?
Person1: Nothing.  Nothing.  Do it.  Do it.
Person2: Now let's see, two thousand dollars. That isn't much.  I'm sure I can hide it somewhere.  After all, the department of internal revenue isn't interested in a show that flopped.
Person1: Yes.  Right.  Good thinking.  You figure it out.  I'm tired.  I'm gonna take a little nap.  Wake me if there's a fire.
Person2: Now let's see, if we add these figures, we get ...",0,1,300,396,395,1,0.5104079246520996,,
354,"Person1: Have you contacted the British Home and the Royal Hospital?
Person2: Ah, no sir. I had planned to see them in the morning.
Person1: Good! How is the patient?
Person2: He's doing very well. In fact that's why I came to see you. I think that if I were to present Mr. Merrick to the hospital committee, then they would have a chance to see for themselves not only the extraordinary nature of the disease, but of the man as well. If the committee had a chance to speak with him, hear him say a few words for himself, I'm sure they would see him as a patient, rather than as a violation of the rules.
Person1: A few words? I thought he was imbecile?
Person2: Well sir, perhaps I should explain...
Person1: I really don't think that's necessary Treves. I'm quite sure the committee will be able to make an equitable decision on the merits of the case, such as they are.
Person2: I don't agree. No one can make a reasonable decision about this man's future without at least meeting him. No doctor would presume to diagnose a patient he had never met.
Person1: No, Treves, it's out of the question. Now if it was up to me, I'd say ""Certainly, let's meet the fellow, by all means,"" I'm sorry, I simply can't speak for the other members of the committee.
Person2: Then will you meet him, as a representative of the committee.
Person1: Mr. Treves, it's out of the question. I want to hear as soon as possible what the other hospitals can do. I'm sorry.",1,0,300,576,575,1,0.6134579181671143,Rationalization,
355,"Person1: Wait.  Something's wrong.  I don't...
Person2: What's wrong?
Person1: I don't remember.  Why don't I remember?",0,0,300,268,267,1,0.40848374366760254,,
356,"Person1: You watch and learn.  I earn his trust.  Then more pain.  Then I appear with kindness.  Within a week he will follow me around like a dog.
Person2: But will he be house-trained?
Person1: When he loves me like a father, he will never tell anyone he was here. He will freely give the names of his superiors.  Then we get them and they too will give us names.  And eventually somebody will get us to Juan Obregon and the cartel will fall.",1,1,300,345,344,1,0.7189912796020508,Persuasion or Seduction,
357,"Person1: Morning.
Person2: Dad, I'm sorry.
Person1: You should be.
Person2: I was irresponsible, I should have called.
Person1: You bet you should have called.  You still live at home.  Don't make me call the police at three-thirty in the morning, don't make me call hospitals.
Person2: Dad, I'm so sorry.  I know this is a bad time.
Person1: You've always called before, always.  Now I'm not asking what you did, I just want to know that you're alright.
Person2: I'm fine.
Person1: Do you wanna make things easier on me?  Now tell me where you were because this is, this is bullshit.  You can say anything to me, I hope you still know that.
Person2: I know that.",1,1,300,406,405,1,0.7132580280303955,Persuasion or Seduction,Over-responsibility
358,"Person1: What're you doing?
Person2: I'm looking for a phone...
Person1: No, I don't think you can do that.
Person2: Watch me.
Person1: No, I don't think you can do that, Stanley...
Person2: Watch me.
Person1: Stanley.  Stanley... you knew the... Stanley.  You knew the deal when you signed on.
Person2: Deal's changed.
Person1: No, the deal isn't changed.  The Deal isn't changed. You can't ... what is it?  Money?  Money?  You want Money?
Person2: Money?  You think I did this for money...?  I did this for Credit.  Credit, paalll...
Person1: But you always knew you couldn't take the credit....
Person2: That's one thing, but I'm not gonna let two dickheads from Filmschool take it... are you Nuts?  Are you Nuts?",0,1,300,428,427,1,0.5130908489227295,,
359,"Person1: It's all right.  Danny always said I see things with my emotions instead of my eyes.
Person2: It's not your fault, Rafe.  The letter I wrote you, they --
Person1: Don't worry about that.  Guys away from home, lonely, good-hearted women try to cheer them up.
Person2: It's not that I didn't mean everything I wrote.  It's just that -- I thought you were dead.  And now --",1,0,300,330,329,1,0.5084972381591797,"Rationalization,Playing Victim Role",Over-responsibility
